ID,class
2998,3
2999,1
3000,1
3001,6
3002,1
3003,4
3004,1
3005,0
3006,6
3007,1
3008,6
3009,7
3010,8
3011,0
3012,8
3013,6
3014,7
3015,7
3016,5
3017,5
3018,4
3019,6
3020,0
3021,1
3022,1
3023,7
3024,7
3025,4
3026,2
3027,2
3028,6
3029,1
3030,6
3031,4
3032,7
3033,1
3034,7
3035,5
3036,5
3037,1
3038,8
3039,5
3040,3
3041,3
3042,8
3043,6
3044,2
3045,1
3046,5
3047,8
3048,0
3049,3
3050,8
3051,5
3052,0
3053,5
3054,8
3055,0
3056,1
3057,6
3058,0
3059,6
3060,5
3061,4
3062,1
3063,8
3064,9
3065,7
3066,0
3067,6
3068,2
3069,5
3070,9
3071,1
3072,2
3073,5
3074,6
3075,4
3076,7
3077,3
3078,5
3079,2
3080,7
3081,7
3082,3
3083,4
3084,0
3085,5
3086,6
3087,4
3088,4
3089,7
3090,5
3091,7
3092,4
3093,8
3094,2
3095,6
3096,6
3097,3
3098,5
3099,7
3100,4
3101,0
3102,8
3103,3
3104,4
3105,3
3106,7
3107,6
3108,8
3109,1
3110,2
3111,7
3112,1
3113,4
3114,7
3115,5
3116,8
3117,6
3118,8
3119,0
3120,2
3121,6
3122,6
3123,9
3124,1
3125,8
3126,5
3127,6
3128,5
3129,2
3130,8
3131,6
3132,3
3133,6
3134,5
3135,6
3136,1
3137,1
3138,0
3139,8
3140,3
3141,8
3142,6
3143,7
3144,0
3145,9
3146,4
3147,5
3148,9
3149,3
3150,0
3151,5
3152,6
3153,8
3154,5
3155,8
3156,0
3157,2
3158,0
3159,0
3160,8
3161,5
3162,7
3163,1
3164,6
3165,6
3166,2
3167,5
3168,1
3169,0
3170,5
3171,6
3172,6
3173,7
3174,4
3175,7
3176,2
3177,6
3178,1
3179,5
3180,4
3181,7
3182,5
3183,2
3184,7
3185,1
3186,2
3187,7
3188,3
3189,3
3190,8
3191,7
3192,0
3193,7
3194,7
3195,8
3196,4
3197,9
3198,4
3199,7
3200,4
3201,3
3202,8
3203,9
3204,0
3205,0
3206,0
3207,9
3208,5
3209,8
3210,6
3211,6
3212,1
3213,5
3214,7
3215,1
3216,7
3217,3
3218,7
3219,5
3220,2
3221,1
3222,7
3223,7
3224,2
3225,6
3226,6
3227,1
3228,4
3229,4
3230,7
3231,3
3232,9
3233,5
3234,7
3235,5
3236,6
3237,0
3238,2
3239,3
3240,7
3241,2
3242,0
3243,7
3244,9
3245,5
3246,0
3247,4
3248,3
3249,1
3250,9
3251,5
3252,1
3253,0
3254,9
3255,7
3256,2
3257,4
3258,5
3259,4
3260,9
3261,5
3262,5
3263,2
3264,7
3265,8
3266,1
3267,8
3268,1
3269,5
3270,1
3271,6
3272,8
3273,4
3274,1
3275,9
3276,9
3277,9
3278,0
3279,3
3280,0
3281,5
3282,6
3283,8
3284,5
3285,2
3286,4
3287,8
3288,6
3289,7
3290,5
3291,3
3292,6
3293,2
3294,4
3295,2
3296,6
3297,4
3298,5
3299,0
3300,8
3301,6
3302,0
3303,6
3304,0
3305,6
3306,5
3307,3
3308,3
3309,4
3310,5
3311,2
3312,5
3313,4
3314,0
3315,1
3316,1
3317,6
3318,4
3319,5
3320,2
3321,0
3322,3
3323,2
3324,5
3325,7
3326,6
3327,4
3328,9
3329,8
3330,9
3331,8
3332,1
3333,8
3334,7
3335,1
3336,5
3337,2
3338,7
3339,9
3340,0
3341,3
3342,3
3343,6
3344,8
3345,6
3346,6
3347,9
3348,4
3349,6
3350,6
3351,8
3352,6
3353,5
3354,1
3355,1
3356,3
3357,2
3358,5
3359,6
3360,5
3361,0
3362,7
3363,6
3364,3
3365,4
3366,6
3367,1
3368,9
3369,4
3370,2
3371,9
3372,3
3373,9
3374,9
3375,2
3376,5
3377,2
3378,8
3379,6
3380,1
3381,8
3382,5
3383,2
3384,5
3385,8
3386,1
3387,7
3388,4
3389,3
3390,0
3391,4
3392,5
3393,2
3394,9
3395,6
3396,9
3397,0
3398,6
3399,1
3400,2
3401,1
3402,4
3403,7
3404,6
3405,2
3406,3
3407,5
3408,7
3409,2
3410,1
3411,5
3412,6
3413,6
3414,5
3415,9
3416,3
3417,5
3418,5
3419,6
3420,3
3421,5
3422,6
3423,6
3424,6
3425,7
3426,0
3427,3
3428,5
3429,1
3430,2
3431,0
3432,3
3433,7
3434,6
3435,6
3436,4
3437,5
3438,0
3439,7
3440,5
3441,5
3442,3
3443,7
3444,9
3445,9
3446,7
3447,9
3448,5
3449,0
3450,3
3451,2
3452,6
3453,7
3454,4
3455,6
3456,4
3457,5
3458,4
3459,8
3460,4
3461,2
3462,4
3463,4
3464,5
3465,5
3466,0
3467,8
3468,9
3469,9
3470,7
3471,6
3472,5
3473,1
3474,3
3475,2
3476,2
3477,6
3478,5
3479,7
3480,6
3481,4
3482,9
3483,6
3484,4
3485,0
3486,7
3487,7
3488,8
3489,9
3490,1
3491,7
3492,8
3493,0
3494,1
3495,0
3496,5
3497,9
3498,3
3499,9
3500,2
3501,0
3502,5
3503,2
3504,4
3505,7
3506,1
3507,1
3508,6
3509,6
3510,8
3511,5
3512,2
3513,6
3514,0
3515,7
3516,1
3517,7
3518,4
3519,6
3520,6
3521,2
3522,3
3523,0
3524,1
3525,3
3526,5
3527,0
3528,0
3529,8
3530,0
3531,5
3532,5
3533,7
3534,5
3535,9
3536,1
3537,8
3538,9
3539,2
3540,8
3541,3
3542,6
3543,6
3544,2
3545,2
3546,6
3547,3
3548,0
3549,5
3550,7
3551,2
3552,8
3553,4
3554,3
3555,1
3556,8
3557,8
3558,4
3559,0
3560,8
3561,4
3562,0
3563,6
3564,9
3565,6
3566,6
3567,6
3568,6
3569,5
3570,5
3571,7
3572,6
3573,6
3574,1
3575,4
3576,1
3577,6
3578,9
3579,2
3580,6
3581,7
3582,7
3583,7
3584,7
3585,8
3586,2
3587,9
3588,6
3589,7
3590,3
3591,1
3592,9
3593,6
3594,5
3595,9
3596,5
3597,9
3598,2
3599,0
3600,0
3601,0
3602,0
3603,6
3604,3
3605,9
3606,6
3607,9
3608,0
3609,8
3610,9
3611,2
3612,8
3613,6
3614,3
3615,1
3616,8
3617,2
3618,6
3619,3
3620,8
3621,9
3622,5
3623,7
3624,6
3625,9
3626,1
3627,6
3628,1
3629,2
3630,6
3631,3
3632,6
3633,2
3634,8
3635,6
3636,2
3637,8
3638,1
3639,5
3640,2
3641,5
3642,6
3643,8
3644,5
3645,8
3646,5
3647,7
3648,1
3649,1
3650,8
3651,2
3652,6
3653,2
3654,4
3655,9
3656,5
3657,4
3658,2
3659,1
3660,0
3661,2
3662,0
3663,0
3664,0
3665,3
3666,6
3667,0
3668,7
3669,8
3670,9
3671,2
3672,6
3673,4
3674,2
3675,4
3676,4
3677,5
3678,5
3679,5
3680,6
3681,5
3682,0
3683,9
3684,9
3685,8
3686,2
3687,4
3688,7
3689,9
3690,5
3691,5
3692,6
3693,6
3694,8
3695,5
3696,6
3697,0
3698,4
3699,3
3700,5
3701,6
3702,9
3703,5
3704,6
3705,1
3706,7
3707,6
3708,7
3709,3
3710,6
3711,6
3712,5
3713,4
3714,4
3715,6
3716,6
3717,4
3718,6
3719,7
3720,2
3721,6
3722,3
3723,3
3724,2
3725,1
3726,6
3727,3
3728,5
3729,4
3730,4
3731,6
3732,6
3733,6
3734,7
3735,5
3736,2
3737,8
3738,8
3739,7
3740,9
3741,9
3742,1
3743,9
3744,9
3745,5
3746,5
3747,1
3748,6
3749,0
3750,6
3751,1
3752,8
3753,7
3754,6
3755,9
3756,0
3757,5
3758,9
3759,6
3760,1
3761,9
3762,1
3763,1
3764,9
3765,9
3766,5
3767,2
3768,8
3769,2
3770,1
3771,2
3772,4
3773,3
3774,6
3775,8
3776,8
3777,4
3778,7
3779,6
3780,5
3781,7
3782,9
3783,7
3784,6
3785,5
3786,7
3787,7
3788,0
3789,7
3790,7
3791,1
3792,4
3793,6
3794,6
3795,0
3796,1
3797,5
3798,5
3799,4
3800,6
3801,2
3802,2
3803,0
3804,2
3805,8
3806,2
3807,5
3808,6
3809,5
3810,9
3811,0
3812,9
3813,1
3814,9
3815,0
3816,1
3817,4
3818,1
3819,0
3820,8
3821,1
3822,9
3823,5
3824,8
3825,2
3826,5
3827,0
3828,4
3829,1
3830,5
3831,9
3832,3
3833,2
3834,4
3835,0
3836,5
3837,2
3838,1
3839,8
3840,3
3841,7
3842,7
3843,2
3844,4
3845,9
3846,0
3847,2
3848,8
3849,4
3850,8
3851,7
3852,9
3853,9
3854,5
3855,9
3856,0
3857,9
3858,1
3859,6
3860,0
3861,4
3862,1
3863,9
3864,3
3865,5
3866,0
3867,5
3868,5
3869,6
3870,3
3871,6
3872,1
3873,7
3874,7
3875,7
3876,0
3877,4
3878,1
3879,8
3880,6
3881,4
3882,6
3883,6
3884,6
3885,0
3886,5
3887,2
3888,6
3889,9
3890,0
3891,5
3892,6
3893,5
3894,5
3895,5
3896,1
3897,3
3898,9
3899,5
3900,0
3901,9
3902,1
3903,2
3904,8
3905,0
3906,3
3907,7
3908,9
3909,9
3910,1
3911,6
3912,7
3913,6
3914,6
3915,5
3916,7
3917,6
3918,4
3919,0
3920,7
3921,1
3922,6
3923,5
3924,8
3925,9
3926,7
3927,0
3928,1
3929,5
3930,6
3931,0
3932,8
3933,7
3934,4
3935,0
3936,6
3937,8
3938,0
3939,0
3940,4
3941,2
3942,4
3943,1
3944,2
3945,2
3946,7
3947,4
3948,4
3949,0
3950,8
3951,3
3952,9
3953,0
3954,8
3955,6
3956,8
3957,8
3958,2
3959,7
3960,2
3961,3
3962,5
3963,7
3964,2
3965,7
3966,7
3967,7
3968,0
3969,7
3970,4
3971,5
3972,4
3973,1
3974,0
3975,1
3976,7
3977,6
3978,4
3979,7
3980,2
3981,5
3982,0
3983,8
3984,3
3985,5
3986,1
3987,0
3988,0
3989,5
3990,3
3991,9
3992,2
3993,9
3994,1
3995,1
3996,5
3997,4
3998,8
3999,6
4000,5
4001,6
4002,8
4003,9
4004,5
4005,9
4006,2
4007,4
4008,8
4009,4
4010,2
4011,6
4012,2
4013,6
4014,9
4015,6
4016,2
4017,6
4018,2
4019,4
4020,2
4021,9
4022,5
4023,0
4024,2
4025,7
4026,6
4027,3
4028,2
4029,9
4030,1
4031,9
4032,9
4033,4
4034,1
4035,6
4036,9
4037,0
4038,3
4039,1
4040,5
4041,9
4042,3
4043,6
4044,8
4045,1
4046,6
4047,5
4048,6
4049,6
4050,1
4051,0
4052,6
4053,2
4054,8
4055,1
4056,7
4057,3
4058,6
4059,7
4060,0
4061,0
4062,0
4063,3
4064,1
4065,8
4066,1
4067,9
4068,4
4069,2
4070,2
4071,6
4072,0
4073,1
4074,1
4075,4
4076,0
4077,1
4078,2
4079,1
4080,6
4081,8
4082,9
4083,1
4084,3
4085,6
4086,4
4087,8
4088,9
4089,1
4090,6
4091,8
4092,6
4093,7
4094,3
4095,6
4096,8
4097,8
4098,1
4099,3
4100,5
4101,7
4102,7
4103,1
4104,6
4105,8
4106,7
4107,2
4108,9
4109,0
4110,2
4111,0
4112,5
4113,8
4114,0
4115,0
4116,4
4117,8
4118,9
4119,0
4120,6
4121,8
4122,9
4123,1
4124,4
4125,6
4126,9
4127,7
4128,1
4129,9
4130,3
4131,1
4132,7
4133,5
4134,1
4135,5
4136,2
4137,3
4138,2
4139,5
4140,8
4141,0
4142,9
4143,8
4144,1
4145,1
4146,3
4147,2
4148,4
4149,2
4150,6
4151,7
4152,7
4153,2
4154,4
4155,4
4156,5
4157,0
4158,6
4159,5
4160,4
4161,2
4162,9
4163,9
4164,7
4165,0
4166,3
4167,3
4168,2
4169,4
4170,9
4171,2
4172,7
4173,6
4174,9
4175,5
4176,6
4177,5
4178,5
4179,8
4180,1
4181,4
4182,2
4183,9
4184,0
4185,6
4186,8
4187,9
4188,1
4189,5
4190,2
4191,9
4192,6
4193,7
4194,2
4195,2
4196,8
4197,4
4198,6
4199,1
4200,6
4201,7
4202,7
4203,8
4204,9
4205,9
4206,1
4207,6
4208,8
4209,0
4210,1
4211,2
4212,7
4213,9
4214,9
4215,3
4216,3
4217,5
4218,8
4219,1
4220,5
4221,5
4222,1
4223,0
4224,1
4225,1
4226,6
4227,2
4228,4
4229,2
4230,0
4231,7
4232,3
4233,0
4234,8
4235,8
4236,5
4237,8
4238,5
4239,9
4240,6
4241,9
4242,4
4243,6
4244,9
4245,6
4246,2
4247,1
4248,8
4249,4
4250,9
4251,5
4252,8
4253,2
4254,7
4255,6
4256,6
4257,5
4258,6
4259,6
4260,7
4261,5
4262,7
4263,7
4264,6
4265,6
4266,3
4267,0
4268,2
4269,9
4270,6
4271,9
4272,6
4273,5
4274,4
4275,0
4276,1
4277,3
4278,9
4279,3
4280,1
4281,1
4282,5
4283,3
4284,0
4285,9
4286,9
4287,4
4288,3
4289,6
4290,1
4291,5
4292,2
4293,8
4294,4
4295,1
4296,7
4297,3
4298,9
4299,5
4300,2
4301,7
4302,3
4303,6
4304,6
4305,8
4306,0
4307,5
4308,6
4309,5
4310,9
4311,2
4312,9
4313,8
4314,4
4315,9
4316,5
4317,2
4318,8
4319,1
4320,8
4321,2
4322,2
4323,6
4324,6
4325,5
4326,1
4327,3
4328,5
4329,5
4330,0
4331,3
4332,9
4333,8
4334,3
4335,6
4336,9
4337,1
4338,1
4339,9
4340,7
4341,6
4342,0
4343,9
4344,3
4345,7
4346,1
4347,2
4348,7
4349,7
4350,9
4351,1
4352,0
4353,9
4354,4
4355,5
4356,6
4357,5
4358,8
4359,5
4360,8
4361,1
4362,3
4363,0
4364,6
4365,2
4366,7
4367,9
4368,0
4369,6
4370,6
4371,4
4372,7
4373,5
4374,3
4375,0
4376,0
4377,9
4378,9
4379,0
4380,4
4381,0
4382,0
4383,7
4384,4
4385,7
4386,2
4387,2
4388,6
4389,3
4390,1
4391,6
4392,1
4393,9
4394,9
4395,4
4396,6
4397,9
4398,2
4399,9
4400,5
4401,6
4402,8
4403,2
4404,5
4405,9
4406,7
4407,8
4408,1
4409,7
4410,5
4411,8
4412,0
4413,1
4414,2
4415,9
4416,6
4417,1
4418,2
4419,9
4420,0
4421,0
4422,3
4423,5
4424,9
4425,1
4426,2
4427,5
4428,0
4429,7
4430,5
4431,8
4432,2
4433,3
4434,6
4435,8
4436,1
4437,9
4438,8
4439,5
4440,4
4441,6
4442,2
4443,2
4444,9
4445,1
4446,0
4447,5
4448,9
4449,2
4450,6
4451,2
4452,6
4453,0
4454,6
4455,8
4456,8
4457,0
4458,9
4459,2
4460,0
4461,6
4462,6
4463,5
4464,0
4465,1
4466,6
4467,3
4468,3
4469,6
4470,9
4471,5
4472,8
4473,5
4474,2
4475,9
4476,2
4477,1
4478,8
4479,5
4480,6
4481,0
4482,6
4483,9
4484,1
4485,7
4486,3
4487,2
4488,3
4489,2
4490,1
4491,7
4492,6
4493,9
4494,9
4495,7
4496,1
4497,7
4498,7
4499,2
4500,1
4501,5
4502,0
4503,2
4504,0
4505,3
4506,8
4507,7
4508,7
4509,5
4510,3
4511,0
4512,9
4513,5
4514,1
4515,2
4516,7
4517,4
4518,2
4519,5
4520,3
4521,2
4522,2
4523,2
4524,4
4525,9
4526,9
4527,6
4528,6
4529,2
4530,2
4531,2
4532,8
4533,3
4534,4
4535,7
4536,5
4537,0
4538,3
4539,5
4540,0
4541,9
4542,6
4543,4
4544,1
4545,7
4546,6
4547,7
4548,9
4549,1
4550,9
4551,7
4552,7
4553,0
4554,6
4555,4
4556,9
4557,6
4558,9
4559,3
4560,9
4561,4
4562,1
4563,5
4564,8
4565,7
4566,2
4567,8
4568,9
4569,7
4570,4
4571,9
4572,8
4573,2
4574,9
4575,5
4576,0
4577,9
4578,8
4579,0
4580,0
4581,6
4582,6
4583,3
4584,9
4585,6
4586,2
4587,8
4588,5
4589,7
4590,1
4591,4
4592,5
4593,6
4594,5
4595,3
4596,2
4597,2
4598,6
4599,5
4600,2
4601,5
4602,0
4603,7
4604,2
4605,5
4606,3
4607,3
4608,7
4609,5
4610,7
4611,0
4612,2
4613,9
4614,8
4615,0
4616,9
4617,5
4618,7
4619,6
4620,6
4621,5
4622,8
4623,9
4624,3
4625,2
4626,9
4627,0
4628,4
4629,4
4630,6
4631,9
4632,1
4633,2
4634,5
4635,8
4636,2
4637,5
4638,6
4639,0
4640,6
4641,5
4642,1
4643,6
4644,7
4645,6
4646,7
4647,9
4648,5
4649,0
4650,1
4651,7
4652,9
4653,5
4654,8
4655,0
4656,6
4657,7
4658,2
4659,2
4660,3
4661,8
4662,1
4663,5
4664,1
4665,5
4666,4
4667,3
4668,0
4669,1
4670,1
4671,5
4672,7
4673,1
4674,1
4675,9
4676,5
4677,5
4678,6
4679,5
4680,1
4681,2
4682,2
4683,7
4684,1
4685,8
4686,5
4687,4
4688,5
4689,4
4690,4
4691,1
4692,7
4693,0
4694,5
4695,2
4696,7
4697,6
4698,8
4699,4
4700,5
4701,6
4702,4
4703,9
4704,5
4705,5
4706,1
4707,4
4708,7
4709,9
4710,5
4711,0
4712,2
4713,6
4714,7
4715,1
4716,5
4717,6
4718,5
4719,2
4720,0
4721,5
4722,1
4723,6
4724,6
4725,4
4726,7
4727,6
4728,5
4729,0
4730,1
4731,2
4732,5
4733,6
4734,4
4735,1
4736,4
4737,4
4738,2
4739,1
4740,0
4741,9
4742,5
4743,8
4744,7
4745,0
4746,1
4747,8
4748,6
4749,5
4750,7
4751,5
4752,0
4753,5
4754,4
4755,3
4756,5
4757,1
4758,3
4759,7
4760,4
4761,6
4762,6
4763,4
4764,7
4765,2
4766,9
4767,9
4768,4
4769,7
4770,6
4771,1
4772,4
4773,8
4774,0
4775,2
4776,3
4777,9
4778,4
4779,7
4780,3
4781,9
4782,2
4783,0
4784,5
4785,0
4786,2
4787,9
4788,0
4789,0
4790,5
4791,6
4792,2
4793,5
4794,2
4795,1
4796,8
4797,9
4798,3
4799,6
4800,9
4801,0
4802,0
4803,7
4804,7
4805,6
4806,3
4807,0
4808,4
4809,0
4810,5
4811,6
4812,7
4813,8
4814,7
4815,5
4816,8
4817,4
4818,5
4819,4
4820,0
4821,1
4822,0
4823,1
4824,5
4825,2
4826,7
4827,3
4828,8
4829,2
4830,6
4831,1
4832,6
4833,4
4834,3
4835,9
4836,9
4837,2
4838,3
4839,6
4840,5
4841,6
4842,6
4843,3
4844,1
4845,7
4846,3
4847,0
4848,8
4849,7
4850,2
4851,0
4852,0
4853,5
4854,2
4855,2
4856,5
4857,6
4858,2
4859,2
4860,8
4861,7
4862,7
4863,0
4864,3
4865,0
4866,2
4867,5
4868,8
4869,6
4870,1
4871,5
4872,7
4873,5
4874,2
4875,6
4876,5
4877,9
4878,6
4879,2
4880,5
4881,2
4882,5
4883,8
4884,3
4885,2
4886,1
4887,1
4888,6
4889,6
4890,8
4891,7
4892,3
4893,4
4894,4
4895,6
4896,3
4897,0
4898,0
4899,3
4900,4
4901,0
4902,0
4903,7
4904,5
4905,7
4906,5
4907,9
4908,2
4909,8
4910,1
4911,3
4912,0
4913,8
4914,0
4915,2
4916,2
4917,7
4918,7
4919,6
4920,6
4921,6
4922,6
4923,3
4924,5
4925,9
4926,5
4927,9
4928,2
4929,3
4930,5
4931,6
4932,5
4933,2
4934,7
4935,9
4936,2
4937,2
4938,0
4939,4
4940,7
4941,6
4942,6
4943,0
4944,7
4945,3
4946,8
4947,5
4948,1
4949,6
4950,9
4951,7
4952,7
4953,1
4954,4
4955,5
4956,2
4957,7
4958,8
4959,5
4960,9
4961,0
4962,4
4963,5
4964,1
4965,0
4966,6
4967,8
4968,8
4969,5
4970,2
4971,7
4972,5
4973,5
4974,5
4975,9
4976,8
4977,6
4978,1
4979,5
4980,5
4981,2
4982,5
4983,8
4984,6
4985,0
4986,5
4987,5
4988,2
4989,2
4990,5
4991,0
4992,7
4993,3
4994,8
4995,1
4996,1
4997,6
4998,9
4999,8
5000,8
5001,7
5002,2
5003,4
5004,0
5005,8
5006,9
5007,9
5008,1
5009,9
5010,8
5011,9
5012,1
5013,8
5014,9
5015,2
5016,7
5017,1
5018,4
5019,6
5020,2
5021,1
5022,6
5023,5
5024,9
5025,5
5026,0
5027,6
5028,6
5029,4
5030,9
5031,7
5032,6
5033,0
5034,1
5035,2
5036,3
5037,8
5038,0
5039,9
5040,1
5041,2
5042,1
5043,5
5044,1
5045,8
5046,8
5047,7
5048,4
5049,3
5050,2
5051,9
5052,4
5053,2
5054,7
5055,4
5056,7
5057,0
5058,8
5059,5
5060,5
5061,1
5062,5
5063,0
5064,7
5065,5
5066,1
5067,9
5068,8
5069,5
5070,4
5071,4
5072,2
5073,5
5074,6
5075,6
5076,4
5077,2
5078,3
5079,9
5080,2
5081,7
5082,7
5083,1
5084,0
5085,4
5086,5
5087,4
5088,5
5089,6
5090,9
5091,0
5092,6
5093,0
5094,1
5095,6
5096,7
5097,5
5098,0
5099,1
5100,2
5101,5
5102,0
5103,8
5104,6
5105,0
5106,6
5107,2
5108,7
5109,9
5110,2
5111,2
5112,1
5113,9
5114,9
5115,7
5116,3
5117,3
5118,6
5119,7
5120,0
5121,3
5122,5
5123,9
5124,1
5125,5
5126,3
5127,7
5128,4
5129,0
5130,8
5131,2
5132,5
5133,6
5134,7
5135,2
5136,7
5137,4
5138,1
5139,2
5140,5
5141,5
5142,2
5143,1
5144,0
5145,8
5146,5
5147,4
5148,9
5149,1
5150,8
5151,1
5152,9
5153,6
5154,6
5155,7
5156,2
5157,4
5158,6
5159,6
5160,6
5161,4
5162,7
5163,2
5164,5
5165,6
5166,8
5167,8
5168,6
5169,7
5170,5
5171,6
5172,9
5173,4
5174,8
5175,6
5176,9
5177,4
5178,7
5179,1
5180,8
5181,4
5182,3
5183,5
5184,5
5185,5
5186,3
5187,7
5188,4
5189,9
5190,2
5191,4
5192,7
5193,6
5194,2
5195,4
5196,5
5197,6
5198,6
5199,1
5200,3
5201,5
5202,4
5203,8
5204,7
5205,0
5206,8
5207,2
5208,8
5209,4
5210,7
5211,9
5212,6
5213,5
5214,9
5215,9
5216,6
5217,8
5218,0
5219,6
5220,1
5221,2
5222,4
5223,5
5224,6
5225,8
5226,4
5227,8
5228,8
5229,2
5230,8
5231,2
5232,8
5233,9
5234,7
5235,7
5236,0
5237,8
5238,4
5239,1
5240,7
5241,3
5242,8
5243,8
5244,5
5245,0
5246,6
5247,6
5248,2
5249,7
5250,7
5251,2
5252,7
5253,0
5254,1
5255,5
5256,0
5257,1
5258,5
5259,6
5260,6
5261,5
5262,8
5263,7
5264,1
5265,2
5266,9
5267,0
5268,5
5269,1
5270,0
5271,2
5272,3
5273,5
5274,7
5275,5
5276,9
5277,8
5278,8
5279,1
5280,5
5281,0
5282,1
5283,9
5284,3
5285,8
5286,0
5287,7
5288,2
5289,8
5290,2
5291,9
5292,4
5293,9
5294,9
5295,3
5296,4
5297,3
5298,1
5299,6
5300,7
5301,8
5302,1
5303,5
5304,7
5305,2
5306,8
5307,4
5308,4
5309,7
5310,8
5311,7
5312,2
5313,8
5314,0
5315,5
5316,7
5317,7
5318,2
5319,4
5320,4
5321,4
5322,9
5323,6
5324,0
5325,4
5326,8
5327,5
5328,2
5329,8
5330,1
5331,8
5332,9
5333,6
5334,5
5335,1
5336,1
5337,7
5338,1
5339,1
5340,3
5341,1
5342,2
5343,8
5344,9
5345,6
5346,4
5347,7
5348,8
5349,4
5350,4
5351,8
5352,5
5353,9
5354,0
5355,6
5356,2
5357,2
5358,3
5359,1
5360,5
5361,7
5362,9
5363,3
5364,4
5365,8
5366,0
5367,2
5368,6
5369,0
5370,9
5371,1
5372,9
5373,0
5374,9
5375,7
5376,9
5377,5
5378,4
5379,4
5380,1
5381,0
5382,2
5383,2
5384,1
5385,0
5386,6
5387,5
5388,5
5389,2
5390,5
5391,2
5392,5
5393,2
5394,4
5395,4
5396,8
5397,6
5398,3
5399,3
5400,0
5401,4
5402,4
5403,6
5404,7
5405,2
5406,6
5407,1
5408,6
5409,2
5410,0
5411,9
5412,5
5413,6
5414,1
5415,6
5416,9
5417,4
5418,7
5419,6
5420,9
5421,1
5422,2
5423,0
5424,4
5425,8
5426,8
5427,3
5428,5
5429,0
5430,3
5431,8
5432,5
5433,1
5434,7
5435,4
5436,9
5437,1
5438,1
5439,2
5440,5
5441,4
5442,4
5443,1
5444,5
5445,2
5446,5
5447,6
5448,6
5449,7
5450,1
5451,7
5452,9
5453,5
5454,0
5455,8
5456,7
5457,7
5458,3
5459,0
5460,0
5461,4
5462,9
5463,5
5464,8
5465,9
5466,3
5467,9
5468,1
5469,6
5470,1
5471,8
5472,6
5473,2
5474,2
5475,1
5476,0
5477,1
5478,2
5479,0
5480,2
5481,4
5482,0
5483,6
5484,7
5485,2
5486,2
5487,4
5488,0
5489,5
5490,7
5491,5
5492,6
5493,7
5494,2
5495,6
5496,2
5497,1
5498,6
5499,2
5500,9
5501,0
5502,6
5503,8
5504,9
5505,2
5506,9
5507,9
5508,9
5509,1
5510,5
5511,6
5512,8
5513,5
5514,7
5515,4
5516,1
5517,8
5518,3
5519,9
5520,4
5521,6
5522,2
5523,9
5524,5
5525,6
5526,0
5527,1
5528,0
5529,4
5530,3
5531,2
5532,2
5533,6
5534,5
5535,1
5536,6
5537,4
5538,6
5539,6
5540,9
5541,6
5542,5
5543,5
5544,1
5545,5
5546,5
5547,1
5548,0
5549,3
5550,6
5551,1
5552,1
5553,9
5554,5
5555,9
5556,2
5557,1
5558,1
5559,5
5560,2
5561,4
5562,6
5563,8
5564,2
5565,2
5566,8
5567,6
5568,2
5569,6
5570,2
5571,8
5572,9
5573,7
5574,8
5575,5
5576,9
5577,9
5578,7
5579,7
5580,5
5581,0
5582,5
5583,9
5584,2
5585,6
5586,9
5587,6
5588,2
5589,2
5590,0
5591,9
5592,2
5593,6
5594,1
5595,2
5596,1
5597,2
5598,6
5599,2
5600,8
5601,7
5602,1
5603,8
5604,6
5605,7
5606,0
5607,8
5608,1
5609,8
5610,6
5611,1
5612,2
5613,6
5614,6
5615,1
5616,2
5617,9
5618,7
5619,0
5620,5
5621,1
5622,6
5623,9
5624,2
5625,1
5626,6
5627,9
5628,5
5629,5
5630,5
5631,6
5632,5
5633,8
5634,9
5635,9
5636,7
5637,6
5638,7
5639,0
5640,0
5641,8
5642,6
5643,4
5644,5
5645,5
5646,8
5647,0
5648,8
5649,4
5650,6
5651,4
5652,9
5653,6
5654,1
5655,1
5656,7
5657,6
5658,7
5659,4
5660,0
5661,0
5662,6
5663,8
5664,8
5665,9
5666,6
5667,5
5668,9
5669,0
5670,5
5671,5
5672,8
5673,3
5674,4
5675,5
5676,6
5677,3
5678,3
5679,5
5680,7
5681,1
5682,6
5683,5
5684,1
5685,5
5686,4
5687,4
5688,3
5689,6
5690,8
5691,9
5692,5
5693,5
5694,3
5695,5
5696,8
5697,0
5698,6
5699,9
5700,2
5701,7
5702,3
5703,9
5704,2
5705,9
5706,1
5707,1
5708,0
5709,8
5710,3
5711,9
5712,4
5713,0
5714,1
5715,4
5716,2
5717,6
5718,9
5719,1
5720,8
5721,6
5722,5
5723,2
5724,9
5725,5
5726,0
5727,6
5728,3
5729,2
5730,6
5731,0
5732,6
5733,9
5734,1
5735,8
5736,7
5737,9
5738,9
5739,1
5740,5
5741,2
5742,4
5743,5
5744,0
5745,7
5746,5
5747,2
5748,6
5749,5
5750,5
5751,7
5752,6
5753,0
5754,0
5755,7
5756,1
5757,1
5758,1
5759,5
5760,8
5761,2
5762,4
5763,3
5764,2
5765,1
5766,8
5767,5
5768,2
5769,4
5770,6
5771,1
5772,4
5773,5
5774,8
5775,3
5776,8
5777,3
5778,2
5779,5
5780,6
5781,7
5782,1
5783,4
5784,2
5785,0
5786,6
5787,9
5788,2
5789,8
5790,5
5791,1
5792,3
5793,8
5794,2
5795,1
5796,7
